"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0189","Gwangju uprising suppression","South Korean military rule","core","TRUE","1980","1980","Gwangju","South Korea","35.1595","126.8526","unverified_ai","settlement","point","victim_site","ROK special forces","","","Protesters and civilians","state mass killing","165","600","documented_estimate","","","","","1","confirmed","not_assessed","","Korean government investigations; 1996 trials of Chun and Roh","unverified","",""
"EV0190","Tiananmen Square crackdown","Chinese state violence","core","TRUE","1989","1989","Beijing, Muxidi and Chang'an Avenue","China","39.9055","116.3976","fixture_dev","site","multi_point","victim_site","People's Liberation Army","","","Protesters and civilians","state mass killing","200","2600","documented_estimate","","","","","2","contested","not_assessed","","UK and US diplomatic cables; Chinese Red Cross initial figure","unverified","",""
"EV0191","Black July pogrom","Sri Lankan civil conflict","core","TRUE","1983","1983","Colombo and nationwide","Sri Lanka","","","","","multi_point","victim_site","Mobs with state acquiescence","","","Tamils","state mass killing","400","3000","documented_estimate","","","","","2","confirmed","not_assessed","","Presidential Commission; Hoole","unverified","",""
"EV0192","Mullivaikkal final offensive","Sri Lankan civil war","core","TRUE","2009","2009","Mullivaikkal, Mullaitivu","Sri Lanka","9.2667","80.8167","unverified_ai","approximate","point","victim_site","Sri Lankan armed forces and LTTE","","","Trapped civilians","state mass killing","40000","70000","documented_estimate","","","","","1","confirmed","not_assessed","","UN Panel of Experts report 2011","unverified","","Both sides implicated; UN panel gives tier 1"
"EV0193","Mazar-i-Sharif massacre","Afghan civil war","core","TRUE","1998","1998","Mazar-i-Sharif","Afghanistan","36.709","67.1109","unverified_ai","settlement","point","victim_site","Taliban","","","Hazara civilians","state mass killing","2000","8000","documented_estimate","","","","","2","confirmed","not_assessed","","UN reports; HRW 1998","unverified","",""
"EV0194","Dasht-i-Leili container deaths","Afghanistan 2001 invasion","core","TRUE","2001","2001","Dasht-i-Leili, Jowzjan","Afghanistan","36.7","65.75","unverified_ai","approximate","point","victim_site","Northern Alliance forces","","","Taliban prisoners","state mass killing","250","2000","documented_estimate","","","","","2","contested","not_assessed","","Physicians for Human Rights forensic survey","unverified","",""
"EV0195","Indian Emergency mass sterilisation","Indian family planning programme","core","TRUE","1975","1977","Nationwide; Uttar Pradesh and Delhi","India","","","","","region","victim_site","Indian government (Sanjay Gandhi's campaign)","","","Poor and rural men","state mass killing","","","not_quantified","","","","","1","confirmed","not_assessed","","Shah Commission report 1978","unverified","","6.2m sterilisations in 1976 alone; deaths from botched procedures"
"EV0196","Anti-Sikh pogrom","Indian communal violence","core","TRUE","1984","1984","Delhi, Kanpur, Bokaro","India","","","","","multi_point","victim_site","Mobs with political direction","","","Sikhs","state mass killing","2800","8000","documented_estimate","","","","","1","confirmed","not_assessed","","Nanavati Commission 2005; subsequent convictions","unverified","",""
"EV0197","Gujarat riots","Indian communal violence","core","TRUE","2002","2002","Ahmedabad, Gulbarg Society, Naroda Patiya","India","","","","","multi_point","victim_site","Mobs; state response contested","","","Muslims","state mass killing","790","2000","documented_estimate","","","","","1","contested","not_assessed","","SIT and court convictions (Naroda Patiya)","unverified","","State complicity remains legally contested"
"EV0198","8888 uprising suppression","Burmese military rule","core","TRUE","1988","1988","Yangon and nationwide","Myanmar","","","","","multi_point","victim_site","Tatmadaw","","","Protesters","state mass killing","350","10000","documented_estimate","","","","","2","contested","not_assessed","","Contemporary diplomatic reporting; Lintner","unverified","",""
"EV0199","Rohingya clearance operations","Persecution of the Rohingya","core","TRUE","2016","2017","Northern Rakhine State; Tula Toli, Chut Pyin","Myanmar","","","","","multi_point","victim_site","Tatmadaw and local militias","","","Rohingya","state mass killing","6700","24000","documented_estimate","","","","","1","ongoing_adjudication","not_assessed","","UN Fact-Finding Mission 2018; ICJ Gambia v Myanmar pending","unverified","","Satellite imagery of burned villages gives strong site data"
"EV0200","Post-coup violence in Myanmar","Myanmar military rule","core","TRUE","2021","2026","Nationwide; Sagaing region","Myanmar","","","","","region","victim_site","Tatmadaw","","","Civilians and opposition","state mass killing","","","not_quantified","","","","","2","ongoing_adjudication","not_assessed","","AAPP; UN Special Rapporteur reports","unverified","",""
"EV0201","Xinjiang internment and coercive birth prevention","Persecution of Uyghurs","core","TRUE","2017","2026","380+ detention facilities across Xinjiang","China","","","","","multi_point","victim_site","Chinese state","","","Uyghurs and other Turkic Muslims","state mass killing","","","not_quantified","","","","","2","ongoing_adjudication","partial","ASPI mapped 380+ facilities; birth-prevention data is county-level only","ASPI Xinjiang Data Project; OHCHR assessment 2022; Xinjiang Statistical Yearbooks","source_checked","ASPI 380+ facilities confirmed","Detention sites are pinnable; sterilisation data is county-level statistics only"
"EV0202","Iran 1988 prison executions","Iranian state repression","core","TRUE","1988","1988","Evin, Gohardasht and provincial prisons","Iran","","","","","multi_point","victim_site","Iranian judiciary and IRGC","","","Political prisoners","state mass killing","2800","5000","documented_estimate","","","","","2","confirmed","not_assessed","","Amnesty International 2018; Montazeri tapes","unverified","","Khavaran mass grave is a specific site"
"EV0203","Anfal campaign","Iraqi Ba'athist repression","core","TRUE","1988","1988","Iraqi Kurdistan; Topzawa, Nugra Salman","Iraq","","","","","region","victim_site","Iraqi armed forces (Ali Hassan al-Majid)","","","Kurds","state mass killing","50000","182000","documented_estimate","","","","","1","confirmed","not_assessed","","Iraqi High Tribunal Anfal judgment 2007; captured Ba'ath documents","unverified","","Captured state documents make this unusually well evidenced"
"EV0204","Halabja chemical attack","Anfal campaign","core","TRUE","1988","1988","Halabja","Iraq","35.1778","45.9861","fixture_dev","site","point","victim_site","Iraqi armed forces","","","Kurdish civilians","state mass killing","3200","5000","documented_estimate","","","","","1","confirmed","not_assessed","","Iraqi High Tribunal; forensic studies","unverified","",""
"EV0205","Draining of the Mesopotamian marshes","Iraqi Ba'athist repression","core","TRUE","1991","2003","Southern Iraq marshes","Iraq","","","","","region","victim_site","Iraqi government","","","Marsh Arabs","state mass killing","","","not_quantified","","","","","1","confirmed","not_assessed","","UNEP 2001; Iraqi High Tribunal charges","unverified","","Environmental destruction as a weapon"
"EV0206","Dujail reprisals","Iraqi Ba'athist repression","core","TRUE","1982","1982","Dujail","Iraq","33.85","44.2333","unverified_ai","settlement","point","victim_site","Iraqi security services","","","Village residents","state mass killing","148","","documented_estimate","","","","","1","confirmed","not_assessed","","Iraqi High Tribunal judgment 2006","unverified","",""
"EV0207","Hama massacre","Syrian Ba'athist repression","core","TRUE","1982","1982","Hama","Syria","35.1318","36.7578","unverified_ai","settlement","point","victim_site","Syrian army (Rifaat al-Assad)","","","City population","state mass killing","10000","40000","documented_estimate","","","","","2","confirmed","not_assessed","","Amnesty 1983; Syrian Human Rights Committee","unverified","",""
"EV0208","Sednaya prison and the Caesar files","Syrian civil war","core","TRUE","2011","2024","Sednaya; Damascus detention facilities","Syria","","","","","multi_point","victim_site","Syrian government","","","Detainees","state mass killing","30000","","documented_estimate","","","","","1","confirmed","not_assessed","","Caesar photographs; Koblenz trial judgment 2022","unverified","","German universal jurisdiction conviction gives tier 1"
"EV0209","Ghouta chemical attack","Syrian civil war","core","TRUE","2013","2013","Eastern Ghouta","Syria","33.5333","36.4","unverified_ai","approximate","point","victim_site","Syrian government forces","","","Civilians","state mass killing","281","1729","documented_estimate","","","","","1","confirmed","not_assessed","","UN Mission report 2013; OPCW-UN JIM","unverified","",""
"EV0210","Syrian siege warfare","Syrian civil war","core","TRUE","2012","2018","Madaya, Yarmouk, Eastern Ghouta, Deir ez-Zor","Syria","","","","","multi_point","victim_site","Syrian government and armed groups","","","Besieged civilians","state mass killing","","","not_quantified","","","","","1","confirmed","not_assessed","","UN Commission of Inquiry reports","unverified","",""
"EV0211","Yazidi genocide","Islamic State atrocities","core","TRUE","2014","2017","Sinjar; Kocho; Solagh","Iraq","","","","","multi_point","victim_site","Islamic State","","","Yazidis","state mass killing","5000","","documented_estimate","","","","","1","confirmed","not_assessed","","UNITAD findings; German court convictions 2021","unverified","","Mass graves catalogued by UNITAD"
"EV0212","Camp Speicher massacre","Islamic State atrocities","core","TRUE","2014","2014","Tikrit","Iraq","34.61","43.6786","unverified_ai","settlement","point","victim_site","Islamic State","","","Shia air force cadets","state mass killing","1095","1700","documented_estimate","","","","","1","confirmed","not_assessed","","Iraqi court convictions; forensic exhumations","unverified","",""
"EV0213","Abu Salim prison massacre","Libyan state repression","core","TRUE","1996","1996","Abu Salim prison, Tripoli","Libya","32.8578","13.18","unverified_ai","site","point","victim_site","Libyan security forces","","","Prisoners","state mass killing","1270","","documented_estimate","","","","","2","confirmed","not_assessed","","HRW 2006; post-2011 investigations","unverified","",""
"EV0214","Andijan massacre","Uzbek state violence","core","TRUE","2005","2005","Andijan","Uzbekistan","40.7833","72.35","unverified_ai","settlement","point","victim_site","Uzbek security forces","","","Protesters","state mass killing","187","1500","documented_estimate","","","","","2","contested","not_assessed","","HRW 2005; OSCE report","unverified","",""
"EV0215","Sumgait pogrom","Nagorno-Karabakh conflict","core","TRUE","1988","1988","Sumgait","Azerbaijan","40.5892","49.6686","unverified_ai","settlement","point","victim_site","Mobs","","","Armenians","state mass killing","32","","documented_estimate","","","","","2","confirmed","not_assessed","","Soviet prosecutions; De Waal","unverified","",""
